Institution,STEM,Department,Website_Type,Subset,OutsideDoc,URL,Date_Collected,Scraper,Time_to_Scrape,Notes,
UC Irvine,Y,Mathematics,Courses/Curriculum,,,https://www.math.uci.edu/undergrad-courses/course-registration-and-placement-information,3/10/2025,Nate,2:43,,
,,,,,,,,,,,
UC Irvine,Y,Physics and Astronomy,Home/Landing,,,https://www.physics.uci.edu/,3/10/2025,Nate,2:24,,
UC Irvine,Y,Physics and Astronomy,Undergrad education,,,https://www.physics.uci.edu/undergrad-program,3/10/2025,Nate,2:24,,
UC Irvine,Y,Physics and Astronomy,Prospective students,,,https://www.physics.uci.edu/undergrad-program/prospective,3/10/2025,Nate,2:24,,
UC Irvine,Y,Physics and Astronomy,Advising,,,https://www.physics.uci.edu/physics-student-affairs-contact-information,3/10/2025,Nate,2:24,,
UC Irvine,Y,Physics and Astronomy,Research,,,https://www.physics.uci.edu/research,3/10/2025,Nate,2:24,,
UC Irvine,Y,Physics and Astronomy,Undergraduate Research,,,https://www.physics.uci.edu/undergrad-program/research,3/10/2025,Nate,2:24,,
UC Irvine,Y,Physics and Astronomy,DEI/JEDI,,,https://www.physics.uci.edu/inclusion,3/10/2025,Nate,2:24,,
UC Irvine,Y,Physics and Astronomy,Chair’s Message,,,https://www.physics.uci.edu/message-chair,3/10/2025,Nate,2:24,,
UC Irvine,Y,Physics and Astronomy,About,,,https://www.physics.uci.edu/contact,3/10/2025,Nate,2:24,,
UC Irvine,Y,Physics and Astronomy,Courses/Curriculum,,,https://www.physics.uci.edu/undergrad-program/course-info,3/10/2025,Nate,2:24,,
,,,,,,,,,,,
UC Irvine,Y,Psychological Science,Home/Landing,,,https://ps.soceco.uci.edu/,3/10/2025,Nate,3:30,,
UC Irvine,Y,Psychological Science,Undergrad education,,,https://ps.soceco.uci.edu/pages/undergraduate-program,3/10/2025,Nate,3:30,,
UC Irvine,Y,Psychological Science,Prospective students,,,https://students.soceco.uci.edu/prospective,3/10/2025,Nate,3:30,,
UC Irvine,Y,Psychological Science,Advising,,,https://students.soceco.uci.edu/parallax-block/what-academic-advising,3/10/2025,Nate,3:30,,
UC Irvine,Y,Psychological Science,Research,,,https://ps.soceco.uci.edu/pages/research,3/10/2025,Nate,3:30,,
UC Irvine,Y,Psychological Science,Undergraduate Research,,,https://ps.soceco.uci.edu/pages/research-opportunities-0,3/10/2025,Nate,3:30,,
UC Irvine,Y,Psychological Science,DEI/JEDI,,,,3/10/2025,Nate,3:30,,
UC Irvine,Y,Psychological Science,Chair’s Message,,,,3/10/2025,Nate,3:30,,
UC Irvine,Y,Psychological Science,About,,,https://ps.soceco.uci.edu/pages/about-department,3/10/2025,Nate,3:30,,
UC Irvine,Y,Psychological Science,Courses/Curriculum,,Y,https://catalogue.uci.edu/allcourses/psci/,3/10/2025,Nate,3:30,,
,,,,,,,,,,,
UC Irvine,Y,Cognitive Sciences,Home/Landing,,,https://www.cogsci.uci.edu/,3/10/2025,Nate,3:15,,
UC Irvine,Y,Cognitive Sciences,Undergrad education,,,https://www.cogsci.uci.edu/undergraduate/index.php,3/10/2025,Nate,3:15,,
UC Irvine,Y,Cognitive Sciences,Prospective students,,,,3/10/2025,Nate,3:15,,
UC Irvine,Y,Cognitive Sciences,Advising,,Y,https://www.undergrad.socsci.uci.edu/ssusa/index.php,3/10/2025,Nate,3:15,,
UC Irvine,Y,Cognitive Sciences,Research,,,https://www.cogsci.uci.edu/research/index.php,3/10/2025,Nate,3:15,,
UC Irvine,Y,Cognitive Sciences,Undergraduate Research,,,,3/10/2025,Nate,3:15,,
UC Irvine,Y,Cognitive Sciences,DEI/JEDI,,,,3/10/2025,Nate,3:15,,
UC Irvine,Y,Cognitive Sciences,Chair’s Message,,,,3/10/2025,Nate,3:15,,
UC Irvine,Y,Cognitive Sciences,About,,,https://www.cogsci.uci.edu/about.php,3/10/2025,Nate,3:15,,
UC Irvine,Y,Cognitive Sciences,Courses/Curriculum,,,https://www.cogsci.uci.edu/undergraduate/index.php#co,3/10/2025,Nate,3:15,,
,,,,,,,,,,,
UC Irvine,Y,Economics,Home/Landing,,,https://www.economics.uci.edu/,3/10/2025,Nate,3:21,,
UC Irvine,Y,Economics,Undergrad education,,,https://www.economics.uci.edu/undergrad/index.php,3/10/2025,Nate,3:21,,
UC Irvine,Y,Economics,Prospective students,,,,3/10/2025,Nate,3:21,,
UC Irvine,Y,Economics,Advising,,,,3/10/2025,Nate,3:21,,
UC Irvine,Y,Economics,Research,,,https://www.economics.uci.edu/research/index.php,3/10/2025,Nate,3:21,,
UC Irvine,Y,Economics,Undergraduate Research,,,,3/10/2025,Nate,3:21,,
UC Irvine,Y,Economics,DEI/JEDI,,,,3/10/2025,Nate,3:21,,
UC Irvine,Y,Economics,Chair’s Message,,,,3/10/2025,Nate,3:21,,
UC Irvine,Y,Economics,About,,,,3/10/2025,Nate,3:21,,
UC Irvine,Y,Economics,Courses/Curriculum,,,https://www.economics.uci.edu/undergrad/courses/list.php,3/10/2025,Nate,3:21,,
,,,,,,,,,,,
UC Irvine,Y,School of Population and Public Health,Home/Landing,,,https://publichealth.uci.edu/departments/environmental-occupational-health/,3/10/2025,Nate,4:50,Ugrad program hosted by School with 4 departments,
UC Irvine,Y,School of Population and Public Health,Undergrad education,,,https://publichealth.uci.edu/degrees-programs/undergraduate-programs/,3/10/2025,Nate,4:50,Ugrad program hosted by School with 4 departments,
UC Irvine,Y,School of Population and Public Health,Prospective students,,,https://publichealth.uci.edu/admission/undergraduate-admissions/,3/10/2025,Nate,4:50,Ugrad program hosted by School with 4 departments,
UC Irvine,Y,School of Population and Public Health,Advising,,,https://publichealth.uci.edu/for-current-students/,3/10/2025,Nate,4:50,Ugrad program hosted by School with 4 departments,
UC Irvine,Y,School of Population and Public Health,Research,,,https://publichealth.uci.edu/research/,3/10/2025,Nate,4:50,Ugrad program hosted by School with 4 departments,
UC Irvine,Y,School of Population and Public Health,Undergraduate Research,,,https://publichealth.uci.edu/degrees-programs/undergraduate-programs/guide-to-undergraduate-practicum/,3/10/2025,Nate,4:50,Ugrad program hosted by School with 4 departments,
UC Irvine,Y,School of Population and Public Health,DEI/JEDI,,,https://publichealth.uci.edu/about/diversity-equity-inclusion/,3/10/2025,Nate,4:50,Ugrad program hosted by School with 4 departments,
UC Irvine,Y,School of Population and Public Health,Chair’s Message,,,https://publichealth.uci.edu/about/dean-boden-albala/,3/10/2025,Nate,4:50,Ugrad program hosted by School with 4 departments,
UC Irvine,Y,School of Population and Public Health,About,,,https://publichealth.uci.edu/about/,3/10/2025,Nate,4:50,Ugrad program hosted by School with 4 departments,
UC Irvine,Y,School of Population and Public Health,Courses/Curriculum,,,,3/10/2025,Nate,4:50,Ugrad program hosted by School with 4 departments,
