Institution,STEM,Department,Website_Type,Subset,OutsideDoc,URL,Date_Collected,Scraper,Time_to_Scrape,Notes
UC San Diego,N,Music,Advising,,,https://music-cms.ucsd.edu/ugrad/advising.html,10/30/2024,Nate,2:22,
UC San Diego,N,Music,Research,,,,10/30/2024,Nate,2:22,
UC San Diego,N,Music,Undergraduate Research,,,,10/30/2024,Nate,2:22,
UC San Diego,N,Music,DEI/JEDI,,,,10/30/2024,Nate,2:22,
UC San Diego,N,Music,Chair’s Message,,,,10/30/2024,Nate,2:22,
UC San Diego,N,Music,About,,,https://music-cms.ucsd.edu/about/index.html,10/30/2024,Nate,2:22,
UC San Diego,N,Music,Courses/Curriculum,,,https://music-cms.ucsd.edu/ugrad/courses/index.html,10/30/2024,Nate,2:22,
UC San Diego,Y,Nanoengineering,Home/Landing,,,https://ne.ucsd.edu/,10/30/2024,Nate,4:15,
UC San Diego,Y,Nanoengineering,Undergrad education,,,https://ne.ucsd.edu/undergrad-programs/degree,10/30/2024,Nate,4:15,
UC San Diego,Y,Nanoengineering,Prospective students,,,https://ne.ucsd.edu/undergrad-programs/admissions,10/30/2024,Nate,4:15,
UC San Diego,Y,Nanoengineering,Advising,,,https://ne.ucsd.edu/undergrad-programs/degree/advising,10/30/2024,Nate,4:15,
UC San Diego,Y,Nanoengineering,Research,,,,10/30/2024,Nate,4:15,
UC San Diego,Y,Nanoengineering,Undergraduate Research,,,,10/30/2024,Nate,4:15,sent to research portal
UC San Diego,Y,Nanoengineering,DEI/JEDI,,,,10/30/2024,Nate,4:15,
UC San Diego,Y,Nanoengineering,Chair’s Message,,,https://ne.ucsd.edu/about-us/overview,10/30/2024,Nate,4:15,
UC San Diego,Y,Nanoengineering,About,,,,10/30/2024,Nate,4:15,
UC San Diego,Y,Nanoengineering,Courses/Curriculum,,,https://ne.ucsd.edu/undergrad-programs/degree,10/30/2024,Nate,4:15,
UC San Diego,N,Philosophy,Home/Landing,,,https://philosophy.ucsd.edu/,10/30/2024,Nate,4:47,
UC San Diego,N,Philosophy,Undergrad education,,,https://philosophy.ucsd.edu/undergraduate/index.html,10/30/2024,Nate,4:47,
UC San Diego,N,Philosophy,Prospective students,,,https://philosophy.ucsd.edu/undergraduate/admissions.html,10/30/2024,Nate,4:47,
UC San Diego,N,Philosophy,Advising,,,,10/30/2024,Nate,4:47,
UC San Diego,N,Philosophy,Research,,,https://philosophy.ucsd.edu/research-groups/index.html,10/30/2024,Nate,4:47,
UC San Diego,N,Philosophy,Undergraduate Research,,,,10/30/2024,Nate,4:47,
UC San Diego,N,Philosophy,DEI/JEDI,,,,10/30/2024,Nate,4:47,
UC San Diego,N,Philosophy,Chair’s Message,,,,10/30/2024,Nate,4:47,
UC San Diego,N,Philosophy,About,,,https://philosophy.ucsd.edu/about/index.html,10/30/2024,Nate,4:47,
UC San Diego,N,Philosophy,Courses/Curriculum,,,https://philosophy.ucsd.edu/courses/index.html,10/30/2024,Nate,4:47,
UC San Diego,Y,Physics,Home/Landing,,,https://physics.ucsd.edu/,10/30/2024,Nate,3:29,
UC San Diego,Y,Physics,Undergrad education,,,https://physics.ucsd.edu/students/undergraduate/education,10/30/2024,Nate,3:29,
UC San Diego,Y,Physics,Prospective students,,,https://physics.ucsd.edu/prospective-students,10/30/2024,Nate,3:29,
UC San Diego,Y,Physics,Advising,,,https://physics.ucsd.edu/students/undergraduate/advising,10/30/2024,Nate,3:29,
UC San Diego,Y,Physics,Research,,,https://physics.ucsd.edu/research,10/30/2024,Nate,3:29,
UC San Diego,Y,Physics,Undergraduate Research,,,https://physics.ucsd.edu/students/undergraduate/research,10/30/2024,Nate,3:29,
UC San Diego,Y,Physics,DEI/JEDI,,,https://physics.ucsd.edu/diversity/edi-activities-and-initiatives,10/30/2024,Nate,3:29,
UC San Diego,Y,Physics,Chair’s Message,,,https://physics.ucsd.edu/welcome,10/30/2024,Nate,3:29,
UC San Diego,Y,Physics,About,,,https://physics.ucsd.edu/about,10/30/2024,Nate,3:29,
UC San Diego,Y,Physics,Courses/Curriculum,,,,10/30/2024,Nate,3:29,
UC San Diego,N,Political Science,Home/Landing,,,https://polisci.ucsd.edu/,10/30/2024,Nate,4:12,
UC San Diego,N,Political Science,Undergrad education,,,https://polisci.ucsd.edu/undergrad/index.html,10/30/2024,Nate,4:12,
UC San Diego,N,Political Science,Prospective students,,,https://polisci.ucsd.edu/undergrad/new-and-prospective-students/index.html,10/30/2024,Nate,4:12,
UC San Diego,N,Political Science,Advising,,,https://polisci.ucsd.edu/undergrad/academic-advising-information/index.html,10/30/2024,Nate,4:12,
UC San Diego,N,Political Science,Research,,,https://polisci.ucsd.edu/research/index.html,10/30/2024,Nate,4:12,
UC San Diego,N,Political Science,Undergraduate Research,,,https://polisci.ucsd.edu/undergrad/research-opportunities/index.html,10/30/2024,Nate,4:12,
UC San Diego,N,Political Science,DEI/JEDI,,Y,https://polisci.ucsd.edu/_files/UC-San-Diego-Political-Science-Best-Practices-on-Equity-Diversity-and-Inclusion_Adopted.pdf,10/30/2024,Nate,4:12,
UC San Diego,N,Political Science,Chair’s Message,,,,10/30/2024,Nate,4:12,
UC San Diego,N,Political Science,About,,,,10/30/2024,Nate,4:12,
UC San Diego,N,Political Science,Courses/Curriculum,,,https://polisci.ucsd.edu/undergrad/political-science-courses/index.html,10/30/2024,Nate,4:12,
UC San Diego,Y,Psychology,Home/Landing,,,https://psychology.ucsd.edu/,10/30/2024,Nate,2:07,
UC San Diego,Y,Psychology,Undergrad education,,,https://psychology.ucsd.edu/undergraduate-program/index.html,10/30/2024,Nate,2:07,
UC San Diego,Y,Psychology,Prospective students,,,https://psychology.ucsd.edu/undergraduate-program/new-students/index.html,10/30/2024,Nate,2:07,
UC San Diego,Y,Psychology,Advising,,,https://psychology.ucsd.edu/undergraduate-program/advising/index.html,10/30/2024,Nate,2:07,
UC San Diego,Y,Psychology,Research,,,https://psychology.ucsd.edu/research-areas/index.html,10/30/2024,Nate,2:07,
UC San Diego,Y,Psychology,Undergraduate Research,,,https://psychology.ucsd.edu/undergraduate-program/research/index.html,10/30/2024,Nate,2:07,
UC San Diego,Y,Psychology,DEI/JEDI,,,,10/30/2024,Nate,2:07,
UC San Diego,Y,Psychology,Chair’s Message,,,,10/30/2024,Nate,2:07,
UC San Diego,Y,Psychology,About,,,https://psychology.ucsd.edu/about/index.html,10/30/2024,Nate,2:07,
UC San Diego,Y,Psychology,Courses/Curriculum,,,https://psychology.ucsd.edu/undergraduate-program/courses/index.html,10/30/2024,Nate,2:07,
UC San Diego,N,Religion,,,,https://religion.ucsd.edu/,,,,program
UC San Diego,N,Urban Studies and Planning,Home/Landing,,,https://usp.ucsd.edu/,10/30/2024,Nate,4:00,
UC San Diego,N,Urban Studies and Planning,Undergrad education,,,https://usp.ucsd.edu/undergraduate/index.html,10/30/2024,Nate,4:00,
UC San Diego,N,Urban Studies and Planning,Prospective students,,,,10/30/2024,Nate,4:00,
UC San Diego,N,Urban Studies and Planning,Advising,,,https://usp.ucsd.edu/undergraduate/advising/index.html,10/30/2024,Nate,4:00,
UC San Diego,N,Urban Studies and Planning,Research,,,https://usp.ucsd.edu/what-we-do/our-work/index.html,10/30/2024,Nate,4:00,
UC San Diego,N,Urban Studies and Planning,Undergraduate Research,,,,10/30/2024,Nate,4:00,
UC San Diego,N,Urban Studies and Planning,DEI/JEDI,,,https://usp.ucsd.edu/what-we-do/themes/just-equity-diversity-inclusion/index.html,10/30/2024,Nate,4:00,
UC San Diego,N,Urban Studies and Planning,Chair’s Message,,,,10/30/2024,Nate,4:00,
UC San Diego,N,Urban Studies and Planning,About,,,https://usp.ucsd.edu/about/index.html,10/30/2024,Nate,4:00,
UC San Diego,N,Urban Studies and Planning,Courses/Curriculum,,,https://usp.ucsd.edu/undergraduate/courses/index.html,10/30/2024,Nate,4:00,
